url,tld,is_phishing,url_length,num_dashes,num_digits,num_special_chars,path_segments,num_dots,num_underscores,num_dashes_in_hostname,double_slash_in_path,hostname_length,path_length,query_length,registration_time,creation_date,expiration_date,site_age_years,time_to_expire_years,registrar,country_registered,is_registered_in_ar
http://eloutlet.com.ar,com.ar,False,22,0,0,0,0,2,0,0,False,15,0,0,1.03,2024-11-27T14:45:28.339184,2025-12-10T00:00:00,0.65,0.38,nicar,Desconocido,False
http://elreydelfibro.com.ar,com.ar,False,27,0,0,0,0,2,0,0,False,20,0,0,3.06,2023-02-28T15:51:16.743563,2026-03-21T00:00:00,2.4,0.65,nicar,Desconocido,False
http://elrosalenio.com.ar,com.ar,False,25,0,0,0,0,2,0,0,False,18,0,0,9.1,2016-07-26T23:04:37.005618,2025-08-31T00:00:00,9.0,0.1,nicar,Desconocido,False
http://eltribunoclasificados.com.ar,com.ar,False,35,0,0,0,0,2,0,0,False,28,0,0,5.02,2020-12-09T19:35:35.698083,2025-12-18T00:00:00,4.62,0.4,nicar,Desconocido,False
http://emicar.com.ar,com.ar,False,20,0,0,0,0,2,0,0,False,13,0,0,11.17,2014-11-26T00:00:00,2026-01-25T00:00:00,10.67,0.5,nicar,Desconocido,False
http://emova.com.ar,com.ar,False,19,0,0,0,0,2,0,0,False,12,0,0,3.11,2023-03-31T09:51:01.617513,2026-05-09T00:00:00,2.32,0.79,nicar,Desconocido,False
http://empirepadel.com.ar,com.ar,False,25,0,0,0,0,2,0,0,False,18,0,0,4.03,2022-05-24T13:52:40.744516,2026-06-03T00:00:00,3.17,0.86,nicar,Desconocido,False
http://emr.gob.ar,gob.ar,False,17,0,0,0,0,2,0,0,False,10,0,0,12.08,2013-08-29T00:00:00,2025-09-26T00:00:00,11.91,0.17,nicar,Desconocido,False
http://emsetec.com.ar,com.ar,False,21,0,0,0,0,2,0,0,False,14,0,0,12.17,2014-03-18T00:00:00,2026-05-15T00:00:00,11.36,0.81,nicar,Desconocido,False
http://enchulate.com.ar,com.ar,False,23,0,0,0,0,2,0,0,False,16,0,0,11.02,2015-05-29T00:00:00,2026-06-01T00:00:00,10.16,0.85,nicar,Desconocido,False
http://energiasanjuan.com.ar,com.ar,False,28,0,0,0,0,2,0,0,False,21,0,0,12.33,2014-03-21T00:00:00,2026-07-15T00:00:00,11.35,0.97,nicar,Desconocido,False
http://enersa.com.ar,com.ar,False,20,0,0,0,0,2,0,0,False,13,0,0,12.65,2013-09-09T00:00:00,2026-04-30T00:00:00,11.88,0.76,nicar,Desconocido,False
http://entreriosya.com.ar,com.ar,False,25,0,0,0,0,2,0,0,False,18,0,0,12.37,2013-08-20T00:00:00,2025-12-29T00:00:00,11.93,0.43,nicar,Desconocido,False
http://entryfee.com.ar,com.ar,False,22,0,0,0,0,2,0,0,False,15,0,0,12.0,2013-11-13T00:00:00,2025-11-11T00:00:00,11.7,0.3,nicar,Desconocido,False
http://epaccesorios.com.ar,com.ar,False,26,0,0,0,0,2,0,0,False,19,0,0,12.53,2013-09-22T00:00:00,2026-03-31T00:00:00,11.84,0.68,nicar,Desconocido,False
http://epen.gov.ar,gov.ar,False,18,0,0,0,0,2,0,0,False,11,0,0,12.86,2013-08-30T00:00:00,2026-07-07T00:00:00,11.91,0.95,nicar,Desconocido,False
http://escapegames.com.ar,com.ar,False,25,0,0,0,0,2,0,0,False,18,0,0,11.13,2014-05-26T00:00:00,2025-07-08T00:00:00,11.17,-0.05,nicar,Desconocido,False
http://esco.com.ar,com.ar,False,18,0,0,0,0,2,0,0,False,11,0,0,12.91,2013-08-20T00:00:00,2026-07-15T00:00:00,11.93,0.97,nicar,Desconocido,False
http://escobar.gob.ar,gob.ar,False,21,0,0,0,0,2,0,0,False,14,0,0,11.28,2014-05-30T00:00:00,2025-09-05T00:00:00,11.16,0.12,nicar,Desconocido,False
http://escuela-negocios-came.com.ar,com.ar,False,35,2,0,0,0,2,0,2,False,28,0,0,11.89,2013-08-22T00:00:00,2025-07-09T00:00:00,11.93,-0.04,nicar,Desconocido,False
